Name,Cost,Cost per Click,Leads,Cost per Lead,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,ROAS,Profit,Ad Set ID,Category ID,Account ID
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,120.81,4.17,2,60.41,2,60.41,1,120.81,-,0,-,0,0,0,0,0,-120.81,120244700982030350,120244621144460350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,127.89,2.17,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-127.89,120244700982040350,120244621144460350,1400488071021805
VHK20_Ialmostdidn't | VB5_BiggestWorry | VV7_UGC_CostAngle1_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-27-2026,17.02,4.26,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-17.02,120243177643490350,120243177643310350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,19.11,1.19,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-19.11,120244700982030350,120244621144460350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,52.92,5.88,1,52.92,1,52.92,1,52.92,-,0,-,0,0,0,0,0,-52.92,120244700982010350,120244621144460350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,41.74,2.61,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-41.74,120244700982040350,120244621144460350,1400488071021805
SC12_FinalCheck _ SV8_Gmail_White | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025,105.94,4.82,6,17.66,4,26.49,0,0,-,0,-,0,0,0,0,0,-105.94,120237330845510350,120235716942630350,1400488071021805
SC12_FinalCheck _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 10-14-2025,309.12,3.43,3,103.04,1,309.12,0,0,-,0,-,0,0,0,0,0,-309.12,120237330845510350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,413.67,3.57,10,41.37,9,45.96,1,413.67,1,413.67,-,0,0,0,0,0,-413.67,120235723713940350,120235716942630350,1400488071021805
SC84_Didn'tRealized | SV32_AppleNoteDark | CB1_Savings | 02-23-2026 - Copy,39.95,0.39,1,39.95,1,39.95,1,39.95,1,39.95,-,0,0,0,0,0,-39.95,120244295268190350,120244295268220350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,9.64,1.93,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.64,120244621374850350,120244621144460350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,37.39,1.70,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-37.39,120244700982080350,120244621144460350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,339.93,2.70,7,48.56,5,67.99,0,0,-,0,-,0,0,0,0,0,-339.93,120235723649630350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,41.10,5.14,1,41.10,1,41.10,0,0,-,0,-,0,0,0,0,0,-41.10,120244700982050350,120244621144460350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,100.56,25.14,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-100.56,120235723649560350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,24.63,1.30,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-24.63,120244700982080350,120244621144460350,1400488071021805
SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,657.19,8.53,6,109.53,5,131.44,1,657.19,1,657.19,-,0,0,0,0,0,-657.19,120235723649600350,120235716942630350,1400488071021805
SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,235.67,6.73,4,58.92,3,78.56,2,117.84,1,235.67,-,0,0,0,0,0,-235.67,120235723649590350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,11.72,0.98,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11.72,120244700982050350,120244621144460350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,12.16,1.01,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-12.16,120244700982040350,120244621144460350,1400488071021805
Similar Customer Proof - Offer Lead 9 - CIDC9FEYF1 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,23.48,1.47,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-23.48,120244008392690350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-18-2026,851.37,4.34,9,94.60,9,94.60,7,121.62,1,851.37,1,851.37,0,0,0,0,-851.37,120244165896270350,120244165896280350,1400488071021805
3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026,7.72,1.93,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.72,120244295526900350,120244295527190350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026,155.23,8.62,1,155.23,1,155.23,1,155.23,-,0,-,0,0,0,0,0,-155.23,120243700506360350,120243697019070350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,15.16,1.68,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-15.16,120244700982010350,120244621144460350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK9_StressFree | CB6_MovingOutOfState | 2-2-2026,203.52,7.27,9,22.61,7,29.07,4,50.88,-,0,2,101.76,0,0,0,0,-203.52,120243432779480350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,276.77,4.46,2,138.39,2,138.39,0,0,-,0,-,0,0,0,0,0,-276.77,120235723713930350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,371.80,4.83,10,37.18,9,41.31,0,0,-,0,-,0,0,0,0,0,-371.80,120235723713940350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,66.37,5.53,1,66.37,1,66.37,2,33.19,1,66.37,-,0,0,0,0,0,-66.37,120244007697680350,120244005869910350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,697.70,6.40,14,49.84,7,99.67,2,348.85,-,0,-,0,0,0,0,0,-697.70,120235723649610350,120235716942630350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 02-15-2026,1515.22,4.11,19,79.75,17,89.13,30,50.51,-,0,1,1515.22,0,0,0,0,-1515.22,120244005869920350,120244005869910350,1400488071021805
SC26_LongDistance1597HolidayV3CTA2 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025,176.53,2.13,3,58.84,2,88.27,1,176.53,-,0,1,176.53,0,0,0,0,-176.53,120240988242510350,120235716942630350,1400488071021805
SV15_PricingVerticalSplit | Carousel | CHK6_CheckRate | CB3_CostSavings | 12-10-2025,85.37,1.50,2,42.69,1,85.37,0,0,-,0,-,0,0,0,0,0,-85.37,120241076857440350,120235716942630350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,102.09,7.29,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-102.09,120235723649610350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,432.75,4.33,10,43.28,8,54.09,2,216.38,2,216.38,1,432.75,0,0,0,0,-432.75,120235723713940350,120235716942630350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,241.27,6.52,4,60.32,4,60.32,1,241.27,1,241.27,1,241.27,0,0,0,0,-241.27,120235723649570350,120235716942630350,1400488071021805
VHK23_IBudgetedMore | VB7_LessThanWhatIBudgeted | VV12_UGC_SavingsAngle_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,725.66,0.81,13,55.82,7,103.67,14,51.83,3,241.89,3,241.89,0,0,0,0,-725.66,120243094261650350,120235716942630350,1400488071021805
SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,236.40,6.57,2,118.20,2,118.20,0,0,-,0,-,0,0,0,0,0,-236.40,120235723649590350,120235716942630350,1400488071021805
SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,297.23,6.76,2,148.62,2,148.62,0,0,-,0,-,0,0,0,0,0,-297.23,120235723649780350,120235716942630350,1400488071021805
SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,101.66,10.17,3,33.89,1,101.66,0,0,-,0,-,0,0,0,0,0,-101.66,120235723649600350,120235716942630350,1400488071021805
Quiet Overwhelm - Offer Lead 5 - CIDKGUYFZR | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026,428.38,1.65,5,85.68,4,107.10,6,71.40,3,142.79,1,428.38,0,0,0,0,-428.38,120244564245240350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026,3.01,1,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-3.01,120244295519780350,120244295519740350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 1-25-2026,20.16,5.04,1,20.16,1,20.16,1,20.16,-,0,1,20.16,0,0,0,0,-20.16,120243177643490350,120243177643310350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,184.95,2.76,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-184.95,120244700982020350,120244621144460350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,39.21,4.36,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-39.21,120244700982020350,120244621144460350,1400488071021805
SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,294.27,7.18,5,58.85,4,73.57,2,147.14,1,294.27,-,0,0,0,0,0,-294.27,120235723649780350,120235716942630350,1400488071021805
SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,241.04,9.27,4,60.26,3,80.35,0,0,-,0,-,0,0,0,0,0,-241.04,120235723649600350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,62.98,5.25,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-62.98,120244700982070350,120244621144460350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,124.48,5.41,1,124.48,1,124.48,0,0,-,0,-,0,0,0,0,0,-124.48,120244700982070350,120244621144460350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,12.05,1.72,1,12.05,1,12.05,0,0,-,0,-,0,0,0,0,0,-12.05,120244700982070350,120244621144460350,1400488071021805
SC61_MoveTimelineV3 | SV22_TruckCalendar | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,21.98,1.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-21.98,120242664785190350,120235716942630350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,156.81,1.98,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-156.81,120244621374900350,120244621144460350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK20_Movinga3+bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,166.65,2.92,2,83.33,2,83.33,1,166.65,1,166.65,1,166.65,0,0,0,0,-166.65,120244621374660350,120244621144460350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 12-4-2026,1210.95,5.18,25,48.44,15,80.73,14,86.50,4,302.74,2,605.48,0,0,0,0,-1210.95,120243578571860350,120243578571780350,1400488071021805
SC60_ChooseDateLaterV3 | SV22_TruckCalendar | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,268.26,5.47,5,53.65,3,89.42,1,268.26,-,0,-,0,0,0,0,0,-268.26,120242664785190350,120235716942630350,1400488071021805
VHK19_Iassumed | VB5_BiggestWorry | VV10_UGC_CostAngle1_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,503.81,0.72,2,251.91,2,251.91,5,100.76,1,503.81,2,251.91,0,0,0,0,-503.81,120243094261650350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,104.26,3.48,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-104.26,120235723713930350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026,17.94,1.79,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-17.94,120244295519780350,120244295519740350,1400488071021805
Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026,35.15,7.03,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-35.15,120244296367900350,120244296367860350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,217.54,3.11,5,43.51,5,43.51,1,217.54,1,217.54,-,0,0,0,0,0,-217.54,120235723713940350,120235716942630350,1400488071021805
SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,473.68,5.26,4,118.42,4,118.42,0,0,-,0,-,0,0,0,0,0,-473.68,120235723649600350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026,14.73,4.91,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-14.73,120244295994260350,120244295994470350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,131.52,7.31,1,131.52,1,131.52,0,0,-,0,-,0,0,0,0,0,-131.52,120244700982050350,120244621144460350,1400488071021805
3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026,96.53,1.97,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-96.53,120244295994450350,120244295994470350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,70.75,7.86,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-70.75,120244700982070350,120244621144460350,1400488071021805
3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026,6.12,2.04,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-6.12,120244295994250350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026,3.99,3.99,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-3.99,120244295994260350,120244295994470350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,45.76,1.91,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-45.76,120244700982040350,120244621144460350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,113.83,10.35,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-113.83,120244700982020350,120244621144460350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,131.58,9.40,3,43.86,3,43.86,0,0,-,0,-,0,0,0,0,0,-131.58,120244700982080350,120244621144460350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,92.98,2.51,1,92.98,1,92.98,1,92.98,1,92.98,1,92.98,0,0,0,0,-92.98,120244700982030350,120244621144460350,1400488071021805
3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026,79.30,0.93,1,79.30,1,79.30,0,0,-,0,-,0,0,0,0,0,-79.30,120244304936690350,120244304936700350,1400488071021805
VHK21_NoOneTellsYou | VB6_MovingOffBecauseCost | VV11_UGC_CostAngle2_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,325.78,0.62,5,65.16,3,108.59,7,46.54,1,325.78,1,325.78,0,0,0,0,-325.78,120243094261650350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026,24.19,0.24,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-24.19,120244304936690350,120244304936700350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026,57.74,4.81,2,28.87,1,57.74,1,57.74,-,0,-,0,0,0,0,0,-57.74,120243697019130350,120243697019070350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,7.27,1.21,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.27,120244304936690350,120244304936700350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026,220.57,5.66,1,220.57,1,220.57,0,0,-,0,-,0,0,0,0,0,-220.57,120243697019130350,120243697019070350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,1.71,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.71,120244295994240350,120244295994470350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,299.84,1.36,2,149.92,2,149.92,2,149.92,1,299.84,1,299.84,0,0,0,0,-299.84,120244288534710350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,1.82,1.82,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.82,120244295994250350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026,1.98,0.66,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.98,120244295994240350,120244295994470350,1400488071021805
SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,607.68,5.47,5,121.54,5,121.54,1,607.68,1,607.68,1,607.68,0,0,0,0,-607.68,120235723649780350,120235716942630350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 02-15-2026,318.33,3.50,5,63.67,4,79.58,7,45.48,-,0,1,318.33,0,0,0,0,-318.33,120244007697680350,120244005869910350,1400488071021805
SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,213.78,5.48,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-213.78,120235723649780350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,175.19,0.79,1,175.19,1,175.19,0,0,-,0,-,0,0,0,0,0,-175.19,120244304936690350,120244304936700350,1400488071021805
3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026,11.70,3.90,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11.70,120244295994250350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026,2.44,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-2.44,120244295994250350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026,30.19,1.51,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-30.19,120244295994450350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026,8.21,4.11,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-8.21,120244295994240350,120244295994470350,1400488071021805
Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026,233.56,0.69,7,33.37,6,38.93,9,25.95,1,233.56,4,58.39,0,0,0,0,-233.56,120244294202420350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026,21.36,0.27,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-21.36,120244304936690350,120244304936700350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025,72.35,1.37,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-72.35,120237329231720350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026,5.91,1.18,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.91,120244304936690350,120244304936700350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,100.66,7.74,4,25.17,2,50.33,0,0,-,0,-,0,0,0,0,0,-100.66,120235723649560350,120235716942630350,1400488071021805
Hook3 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025,18.13,1.39,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-18.13,120237459188090350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,1109.55,3.32,26,42.68,20,55.48,3,369.85,3,369.85,-,0,0,0,0,0,-1109.55,120235723713930350,120235716942630350,1400488071021805
Quiet Overwhelm - Offer Lead 2 - CIDMI1364S | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026,80.67,2.99,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-80.67,120244564245240350,120235716942630350,1400488071021805
SC34_CheckThisHolidayV4 | SV13_GmailDark | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025,16.81,5.60,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.81,120240996530310350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 10 - CIDC8BPE2T | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,47.78,1.26,1,47.78,0,0,0,0,-,0,-,0,0,0,0,0,-47.78,120244008392690350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 10-28-2025,1984.01,3.21,46,43.13,35,56.69,4,496,2,992.01,3,661.34,0,0,0,0,-1984.01,120238257403750350,120238257403760350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,92.26,4.86,1,92.26,1,92.26,0,0,-,0,-,0,0,0,0,0,-92.26,120244700982040350,120244621144460350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 2-4-2026,4.53,4.53,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.53,120243579426010350,120243579426030350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 1-25-2026,76.62,7.66,3,25.54,3,25.54,0,0,-,0,-,0,0,0,0,0,-76.62,120243177643490350,120243177643310350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,96.49,10.72,1,96.49,1,96.49,2,48.25,-,0,-,0,0,0,0,0,-96.49,120244700982010350,120244621144460350,1400488071021805
SC84_Didn'tRealized | SV32_AppleNoteDark | CB1_Savings | 02-23-2026,3.95,3.95,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-3.95,120244295519780350,120244295519740350,1400488071021805
SC35_CheckThisHolidayV5 | SV9_GmailLight | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025,53.63,7.66,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-53.63,120240996530310350,120235716942630350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026,117.67,9.81,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-117.67,120244296253340350,120244296253070350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,163.05,8.58,3,54.35,3,54.35,3,54.35,-,0,1,163.05,0,0,0,0,-163.05,120244700982030350,120244621144460350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026,83.37,3.79,1,83.37,1,83.37,0,0,-,0,-,0,0,0,0,0,-83.37,120244700982050350,120244621144460350,1400488071021805
