"Ad name","Amount spent (USD)",Impressions,"Clicks (all)","Link clicks","Reporting starts","Reporting ends"
"Hook5 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",16.03,259,24,30,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",16.03,169,4,4,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026",15.95,975,8,6,2025-09-15,2026-03-03
"Visual Move Proof - Offer Lead 3 - CIDAD21588 | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",15.8,205,9,7,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",15.65,326,24,25,2025-09-15,2026-03-03
"To-Do Overwhelm - Proclamation Lead 3 - CID8FUFZXI | CB7_MovingA2Bedroom | 03-03-2026",15.64,650,5,5,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",15.31,434,6,6,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",15.17,189,13,9,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",15.15,529,9,8,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",14.96,354,33,34,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",14.85,617,7,5,2025-09-15,2026-03-03
"3-Step Process - Problem-Solution Lead 1 - CID4AIGZTJ | CB7_MovingA2Bedroom | 03-03-2026",14.77,202,2,2,2025-09-15,2026-03-03
"VHK6_FloridatoTexas | VB2_BudgetMoveQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB3_CostSavings - 10/30/25",14.55,263,13,13,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",14.12,474,6,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",13.98,510,2,2,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",13.94,84,2,1,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 7 - CIDEPCY5VJ | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",13.83,536,12,12,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",13.59,286,7,5,2025-09-15,2026-03-03
"VHK18_Moving-LetusHelp | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 1-11-2026",13.29,203,30,35,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",13.27,196,9,7,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026",13.23,273,57,63,2025-09-15,2026-03-03
"3-Step Process - Proclamation Lead 2 - CID77KX4V6 | CB7_MovingA2Bedroom | 03-03-2026",12.75,252,1,,2025-09-15,2026-03-03
"SC37_ArrivedFlawlessV2 | SV19_HoldingSignFamily | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",12.39,167,1,2,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK4_WeGotYouCovered | CB2_StressFree | 10-06-2025",12.25,354,5,4,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",12.24,944,21,14,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",12.16,279,13,12,2025-09-15,2026-03-03
"Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 02-04-2026",12.15,156,4,2,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",12.08,278,3,2,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",12.08,483,8,3,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",12.05,185,7,7,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",12.02,279,5,3,2025-09-15,2026-03-03
"Stress-Free Exists - Proclamation Lead 3 - CIDK2LMVIL | CB7_MovingA2Bedroom | 03-03-2026",11.96,269,4,4,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 01-25-2026",11.86,83,2,1,2025-09-15,2026-03-03
"SC13_SavedMe _ SV8_Gmail_Dark | CHK4_WeGotYouCovered | CB2_StressFree | 10-14-2025",11.84,455,4,2,2025-09-15,2026-03-03
"SC14_AlmostOverpaid _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025",11.82,343,4,3,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",11.81,334,16,12,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",11.25,308,10,10,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",11.01,362,3,1,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",11,312,13,9,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",10.99,536,9,7,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",10.83,313,30,31,2025-09-15,2026-03-03
"SC87_CityPricesV3 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 03-03-2026",10.68,196,2,1,2025-09-15,2026-03-03
"SC73_Licensed&Ensured-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",10.66,161,2,3,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",10.65,550,6,4,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",10.62,588,6,5,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025",10.6,193,2,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",10.14,228,7,5,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",10.04,312,2,2,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026",10,774,6,6,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",9.9,362,5,5,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 01-25-2026",9.88,87,2,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",9.87,328,6,3,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",9.83,294,3,2,2025-09-15,2026-03-03
"VHK22_IThoughtCostMore | VB6_MovingOffBecauseCost | VV11_UGC_CostAngle2_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 01-27-2026",9.7,132,5,6,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",9.64,103,7,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",9.59,242,15,17,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",9.52,140,2,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",9.34,354,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",9.28,385,3,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",8.88,128,4,4,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 6 - CID2B8RQAA | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",8.82,344,4,4,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",8.75,249,8,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",8.71,120,8,7,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",8.43,72,1,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",8.36,233,5,2,2025-09-15,2026-03-03
"To-Do Overwhelm - Proclamation Lead 1 - CIDXWNG9CF | CB7_MovingA2Bedroom | 03-03-2026",8.22,268,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",8.08,295,7,7,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",7.83,160,6,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",7.72,117,5,4,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",7.62,164,10,9,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",7.56,357,8,8,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",7.54,256,5,4,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB1_Savings | 10-06-2025",7.53,100,1,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",7.46,266,2,1,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",7.45,66,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",7.27,317,6,6,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",7.04,229,5,3,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 10-16-2025",6.88,104,1,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",6.79,202,19,19,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",6.69,203,4,1,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026",6.36,299,6,6,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",6.16,254,3,3,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 5 - CID6PWEIHL | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",6.14,80,3,2,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-23-2026",6.14,272,3,2,2025-09-15,2026-03-03
"Stress-Free Exists - Promise Lead 2 - CIDX08GR8H | CB7_MovingA2Bedroom | 03-03-2026",6.01,125,0,,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 5 - CID6PWEIHL | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026",5.97,90,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",5.93,199,1,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",5.91,256,5,5,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",5.88,191,2,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",5.72,287,3,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",5.69,308,5,5,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025",5.64,156,2,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",5.53,252,5,4,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",5.53,505,7,7,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",5.51,166,5,2,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",5.51,83,11,12,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",5.45,208,2,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",5.44,53,1,1,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",5.42,101,2,1,2025-09-15,2026-03-03
"Belongings Protection - Story Lead 1 - CIDRRJ67W2 | CB7_MovingA2Bedroom | 03-02-2026",5.39,439,5,4,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 4 - CIDS069ALR | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026",5.3,36,0,,2025-09-15,2026-03-03
"Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 1-11-2026",5.15,103,3,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",5.14,231,2,1,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 1-11-2026",4.73,64,0,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 2 - CID2Z5LX92 | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026",4.73,79,3,3,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",4.69,180,0,,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",4.53,51,2,1,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 02-04-2026",4.53,150,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",4.49,142,1,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",4.48,178,3,1,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026",4.38,222,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",4.36,175,4,2,2025-09-15,2026-03-03
"Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 01-25-2026",4.24,20,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",4.12,172,9,9,2025-09-15,2026-03-03
"Hook1 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025",4.04,48,1,1,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK3_StressFreeLongDistance | CB2_StressFree | 01-25-2026",4.04,28,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",4.04,210,1,1,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",3.99,86,1,1,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV32_AppleNoteDark | CB1_Savings | 02-23-2026",3.95,271,2,1,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025",3.87,109,1,,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-25-2026",3.86,71,0,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK22_MovingYourEntire | CB9_3BR-POSITIONINGANGLE | 02-26-2026",3.85,46,15,15,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",3.78,118,0,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",3.67,63,0,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",3.65,67,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",3.62,84,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",3.46,144,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",3.31,76,1,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",3.05,112,3,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",3.01,206,4,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",2.69,84,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",2.63,115,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",2.61,225,2,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",2.58,156,2,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",2.46,106,1,,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 1 - CIDYHXHG5C | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026",2.38,34,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",2.37,87,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",2.29,50,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",2.18,29,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",2.14,202,2,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",2.12,112,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",2.06,57,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 8 - CID1BKK728 | CB7_MovingA2Bedroom | 02-23-2026",1.98,117,3,3,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",1.84,79,2,2,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",1.82,84,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",1.79,93,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",1.78,166,3,3,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",1.77,65,1,,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025",1.75,11,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",1.72,75,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",1.71,54,1,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",1.7,95,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",1.66,66,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",1.63,54,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",1.55,97,3,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",1.55,111,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",1.53,65,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",1.43,69,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",1.32,85,2,2,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",1.29,66,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",1.22,46,2,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026",1.19,56,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026",1.09,39,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",1.08,93,2,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026",1.04,39,1,1,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-4-2026",0.89,10,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",0.86,28,0,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",0.85,40,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",0.79,63,1,,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026",0.79,37,1,1,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026",0.55,44,0,,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026",0.5,16,0,,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",0.18,9,0,,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025",0.18,8,0,,2025-09-15,2026-03-03
