Launch Date,Status,,Ad Name,Cost,Leads,CPL,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,RPS,ROAS,Profit,CTR (all),CTR (link),CPM,Impressions,Clicks (all),Link Clicks,Closes,Cash Collected,Revenue
1/11/2026,Testing,,SC46_WeHandleItAll | SV23_BeforeAndAfter,$87.09,5,$17.42,2,$43.55,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$87.09,3.07%,2.74%,$95.39,913,28,25,,,
1/11/2026,Loser,,SC47_CheckThisNYV1 | SV9_GmailLight,$69.98,1,$69.98,1,$69.98,1,$69.98,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$69.98,1.54%,1.10%,$38.56,"1,815",28,20,,,
1/11/2026,Loser,,SC47_CheckThisNYV1 | SV13_GmailDark,$455.55,10,$45.56,9,$50.62,1,$455.55,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$455.55,1.02%,0.55%,$38.56,"11,813",120,65,,,
1/11/2026,Loser,,SC48_CheckThisNYV2 | SV9_GmailLight,$28.55,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$28.55,1.07%,0.60%,$34.07,838,9,5,,,
1/11/2026,Loser,,SC48_CheckThisNYV2 | SV13_GmailDark,$444.73,6,$74.12,4,$111.18,1,$444.73,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$444.73,1.32%,0.94%,$39.50,"11,260",149,106,,,
1/11/2026,Loser,,SC49_LimitedTime | SV24_TruckBackNY,$53.01,2,$26.51,1,$53.01,2,$26.51,1,$53.01,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$53.01,2.81%,2.17%,$67.79,782,22,17,,,
1/11/2026,Loser,,SC50_NYNewPricing | SV24_TruckBackNY,$46.02,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$46.02,2.03%,2.22%,$85.06,541,11,12,,,
1/11/2026,Loser,,SC51_Early26Pricing | SV24_TruckBackNY,$100.10,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$100.10,1.78%,1.48%,$98.82,"1,013",18,15,,,
1/11/2026,Loser,,SC52_NYNewSavings | SV24_TruckBackNY,$61.79,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$61.79,5.79%,5.79%,$111.74,553,32,32,,,
1/11/2026,Testing,,SC53_NewLocation | SV3_TruckBack,$250.81,6,$41.80,6,$41.80,1,$250.81,1,$250.81,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$250.81,1.96%,1.20%,$79.09,"3,171",62,38,,,
1/11/2026,Winner,,SC54_InADriveWay | SV3_TruckBack,"$1,382.65",28,$49.38,20,$69.13,4,$345.66,0,#DIV/0!,3,$460.88,1,"$1,382.65","$1,336.00","$1,336.00",0.97,-$46.65,1.62%,0.96%,$92.68,"14,919",241,143,,,
1/11/2026,Testing,,SC55_LoadingBoxes | SV3_TruckBack,$254.06,6,$42.34,4,$63.52,4,$63.52,1,$254.06,1,$254.06,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$254.06,2.19%,1.46%,$132.39,"1,919",42,28,,,
1/11/2026,Testing,,SC56_MoreWorkThanYouThinkV2 | SV23_BeforeAndAfter,$122.44,3,$40.81,3,$40.81,1,$122.44,0,#DIV/0!,1,$122.44,1,$122.44,"$1,957.00","$1,957.00",15.98,"$1,834.56",3.65%,3.27%,$117.62,"1,041",38,34,,,
1/11/2026,Winner,,SC57_WeHandleItAllV2 | SV23_BeforeAndAfter,"$1,223.62",23,$53.20,14,$87.40,3,$407.87,0,#DIV/0!,2,$611.81,1,"$1,223.62",$900.00,$900.00,0.74,-$323.62,3.34%,2.02%,$150.67,"8,121",271,164,,,
1/11/2026,Loser,,SC58_ChooseDateLaterV2 | SV22_TruckCalendar,$44.46,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$44.46,4.15%,4.15%,$57.59,772,32,32,,,
1/11/2026,Loser,,SC59_MoveTimelineV2 | SV22_TruckCalendar,$26.15,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$26.15,3.47%,3.47%,$45.40,576,20,20,,,
1/11/2026,Loser,,SC60_ChooseDateLaterV3 | SV22_TruckCalendar,$268.26,5,$53.65,3,$89.42,1,$268.26,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$268.26,2.07%,1.69%,$92.63,"2,896",60,49,,,
1/11/2026,Loser,,SC61_MoveTimelineV3 | SV22_TruckCalendar,$21.98,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$21.98,0.00%,0.00%,$79.93,275,0,0,,,
1/22/2026,Loser,,SC62_NYNewZP | SV25_MovingChangesLA,$177.36,1,$177.36,1,$177.36,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$177.36,3.71%,2.93%,$106.14,"1,671",62,49,,,
1/22/2026,Loser,,SC63_NYNewHome | SV25_MovingChangesLA,$159.09,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$159.09,4.37%,3.96%,$108.52,"1,466",64,58,,,
1/22/2026,Loser,,SC62_NYNewZP | SV26_MovingChangesMia,$132.51,1,$132.51,1,$132.51,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$132.51,4.12%,3.72%,$105.00,"1,262",52,47,,,
1/22/2026,Loser,,SC63_NYNewHome | SV26_MovingChangesMia,$197.06,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$197.06,3.59%,3.21%,$82.18,"2,398",86,77,,,
1/22/2026,Loser,,SC64_RelaxLeaveItToUs | SV27_EmptySpace,$129.73,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$129.73,2.48%,1.81%,$87.13,"1,489",37,27,,,
1/22/2026,Loser,,SC65_YouMovingStressHandled | SV27_EmptySpace,"$3,138.76",55,$57.07,34,$92.32,21,$149.46,0,#DIV/0!,5,$627.75,0,#DIV/0!,$0.00,#DIV/0!,0.00,"-$3,138.76",1.43%,0.88%,$52.08,"60,268",859,531,,,
1/22/2026,Loser,,SC66_CoastToCoast | SV28_TruckMap,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
1/28/2026,Loser,,SC67_LicensedInsuredNationwide-V1 | SV29_StickyNote,$26.13,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$26.13,0.00%,0.00%,$72.18,362,0,0,,,
1/28/2026,Loser,,SC68_Licensed&Ensured-V1 | SV29_StickyNote,$24.10,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$24.10,1.39%,1.39%,$47.82,504,7,7,,,
1/28/2026,Loser,,SC69_TransparentPricing-V1 | SV29_StickyNote,$39.90,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$39.90,1.87%,1.50%,$74.72,534,10,8,,,
1/28/2026,Loser,,SC70_CoastToCoast-V1 | SV29_StickyNote,$464.73,12,$38.73,8,$58.09,2,$232.37,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$464.73,1.29%,0.84%,$46.69,"9,953",128,84,,,
1/28/2026,Loser,,SC71_NationwideLicensedInsured-V1 | SV29_StickyNote,$24.86,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$24.86,0.61%,0.30%,$75.33,330,2,1,,,
1/28/2026,Loser,,SC72_LicensedInsuredNationwide-V2 | SV29_StickyNote,$16.79,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$16.79,2.01%,2.01%,$67.43,249,5,5,,,
1/28/2026,Loser,,SC73_Licensed&Ensured-V2 | SV29_StickyNote,$10.66,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$10.66,1.24%,1.86%,$66.21,161,2,3,,,
1/28/2026,Loser,,SC74_TransparentPricing-V2 | SV29_StickyNote,$36.62,1,$36.62,1,$36.62,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$36.62,1.48%,1.11%,$67.81,540,8,6,,,
1/28/2026,Loser,,SC75_CoastToCoast-V2 | SV29_StickyNote,$72.71,1,$72.71,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$72.71,1.95%,1.75%,$49.00,"1,484",29,26,,,
1/28/2026,Loser,,SC76_NationwideLicensedInsured-V2 | SV29_StickyNote,$27.88,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$27.88,1.79%,1.79%,$55.54,502,9,9,,,
1/28/2026,Loser,,SC77_HowtoCompare | SV30_EducationalLayout,$152.79,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$152.79,2.03%,1.45%,$59.68,"2,560",52,37,,,
1/28/2026,Loser,,SC78_WhattoLookfor | SV30_EducationalLayout,$48.03,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$48.03,1.43%,1.91%,$76.36,629,9,12,,,
1/28/2026,Loser,,SC79_NotAllMovingQuotes | SV30_EducationalLayout,$121.66,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$121.66,3.19%,3.19%,$54.70,"2,224",71,71,,,
1/28/2026,Loser,,SC80_HowtoAvoid | SV30_EducationalLayout,$79.61,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$79.61,2.80%,2.10%,$61.86,"1,287",36,27,,,
1/28/2026,Loser,,SC81_BeforeYouBook | SV30_EducationalLayout,$42.55,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$42.55,2.59%,2.19%,$84.76,502,13,11,,,
2/2/2026,Testing,,SC82_AlmostPaid3k | SV9_GmailLight,$274.06,3,$91.35,3,$91.35,1,$274.06,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$274.06,1.17%,0.71%,$41.60,"6,588",77,47,,,
2/2/2026,Testing,,SC83_HowMoversSneakExtraFees | SV9_GmailLight,$201.51,4,$50.38,2,$100.76,5,$40.30,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$201.51,1.60%,1.05%,$43.12,"4,673",75,49,,,
2/2/2026,Testing,,SC84_Didn'tRealized | SV9_GmailLight,$192.51,2,$96.26,1,$192.51,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$192.51,1.28%,0.71%,$42.65,"4,514",58,32,,,
2/2/2026,Testing,,SC85_WantedToSeeOptions | SV9_GmailLight,$131.94,2,$65.97,1,$131.94,1,$131.94,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$131.94,1.79%,1.17%,$40.68,"3,243",58,38,,,
2/2/2026,Testing,,SC82_AlmostPaid3k | SV13_GmailDark,$249.91,7,$35.70,4,$62.48,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$249.91,1.73%,1.38%,$28.31,"8,827",153,122,,,
2/2/2026,Testing,,SC83_HowMoversSneakExtraFees | SV13_GmailDark,$91.35,1,$91.35,1,$91.35,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$91.35,1.47%,1.28%,$34.45,"2,652",39,34,,,
2/2/2026,Testing,,SC84_Didn'tRealized | SV13_GmailDark,$76.33,1,$76.33,1,$76.33,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$76.33,1.19%,0.66%,$33.74,"2,262",27,15,,,
2/2/2026,Testing,,SC85_WantedToSeeOptions | SV13_GmailDark,$73.99,4,$18.50,2,$37.00,1,$73.99,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$73.99,2.24%,2.12%,$30.15,"2,454",55,52,,,
2/2/2026,Winner,,SC82_AlmostPaid3k | SV31_AppleNoteLight,"$3,333.03",34,$98.03,25,$133.32,20,$166.65,1,"$3,333.03",2,"$1,666.52",1,"$3,333.03","$3,100.00","$3,100.00",0.93,-$233.03,2.05%,1.82%,$31.71,"105,108","2,151","1,912",,,
2/2/2026,Winner,,SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight,"$1,671.56",39,$42.86,25,$66.86,24,$69.65,3,$557.19,2,$835.78,1,"$1,671.56","$1,900.00","$1,900.00",1.14,$228.44,2.20%,1.79%,$40.88,"40,891",898,732,,,
2/2/2026,Testing,,SC84_Didn'tRealized | SV31_AppleNoteLight,$96.87,1,$96.87,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$96.87,2.37%,2.01%,$35.35,"2,740",65,55,,,
2/2/2026,Testing,,SC85_WantedToSeeOptions | SV31_AppleNoteLight,$35.58,3,$11.86,1,$35.58,1,$35.58,0,#DIV/0!,0,#DIV/0!,1,$35.58,"$1,107.06","$1,107.06",31.11,"$1,071.48",4.34%,4.34%,$41.76,852,37,37,,,
2/2/2026,Testing,,SC82_AlmostPaid3k | SV32_AppleNoteDark,$84.44,2,$42.22,1,$84.44,1,$84.44,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$84.44,2.65%,2.69%,$34.47,"2,450",65,66,,,
2/2/2026,Testing,,SC83_HowMoversSneakExtraFees | SV32_AppleNoteDark,$332.24,7,$47.46,2,$166.12,1,$332.24,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$332.24,1.61%,1.12%,$41.77,"7,954",128,89,,,
2/2/2026,Testing,,SC84_Didn'tRealized | SV32_AppleNoteDark,$76.76,1,$76.76,1,$76.76,5,$15.35,1,$76.76,0,#DIV/0!,1,$76.76,"$2,655.31","$2,655.31",34.59,"$2,578.55",5.22%,5.30%,$30.80,"2,492",130,132,,,
2/2/2026,Testing,,SC85_WantedToSeeOptions | SV32_AppleNoteDark,$66.07,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$66.07,2.10%,1.78%,$43.44,"1,521",32,27,,,
2/1/2026,Testing,,SC86_CityPricesV2 | SV6_TruckFreeway,$146.71,1,$146.71,1,$146.71,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$146.71,2.34%,2.17%,$62.54,"2,346",55,51,,,
2/1/2026,Winner,,SC87_CityPricesV3 | SV6_TruckFreeway,"$1,288.18",21,$61.34,15,$85.88,12,$107.35,1,"$1,288.18",2,$644.09,1,"$1,288.18","$2,090.22","$2,090.22",1.62,$802.04,1.35%,1.03%,$56.23,"22,909",310,237,,,
2/1/2026,Winner,,SC88_CityPricesV4 | SV6_TruckFreeway,$846.56,12,$70.55,5,$169.31,13,$65.12,0,#DIV/0!,2,$423.28,1,$846.56,"$1,700.00","$1,700.00",2.01,$853.44,2.06%,1.88%,$54.46,"15,545",320,293,,,
2/1/2026,Testing,,SC89_CityPricesV5 | SV6_TruckFreeway,$213.53,5,$42.71,5,$42.71,2,$106.77,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$213.53,3.39%,3.26%,$71.06,"3,005",102,98,,,
2/1/2026,Testing,,SC90_CityPricesV6 | SV6_TruckFreeway,$246.06,4,$61.52,3,$82.02,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$246.06,2.15%,1.78%,$57.63,"4,270",92,76,,,
2/1/2026,Loser,,SC91_SingleV1 | SV33_CopyAds,$208.62,1,$208.62,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$208.62,2.77%,1.70%,$65.71,"3,175",88,54,,,
2/1/2026,Loser,,SC92_SingleV2 | SV33_CopyAds,$38.42,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$38.42,5.34%,4.27%,$68.36,562,30,24,,,
2/1/2026,Loser,,SC93_SingleV3 | SV33_CopyAds,$39.62,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$39.62,4.88%,5.18%,$60.40,656,32,34,,,
2/1/2026,Loser,,SC94_SingleV4 | SV33_CopyAds,$66.15,3,$22.05,2,$33.08,2,$33.08,1,$66.15,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$66.15,9.17%,8.84%,$73.99,894,82,79,,,
2/1/2026,Loser,,SC95_SingleV5 | SV33_CopyAds,$165.35,5,$33.07,2,$82.68,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$165.35,6.22%,6.25%,$57.41,"2,880",179,180,,,
2/1/2026,Loser,,SC96_CarouselV1 | SV33_CopyAds,$22.44,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$22.44,1.87%,1.12%,$83.73,268,5,3,,,
2/1/2026,Loser,,SC97_CarouselV2 | SV33_CopyAds,$20.82,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$20.82,2.03%,2.03%,$140.68,148,3,3,,,
2/1/2026,Loser,,SC98_CarouselV3 | SV33_CopyAds,$347.31,7,$49.62,3,$115.77,1,$347.31,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$347.31,3.16%,2.70%,$87.73,"3,959",125,107,,,
2/1/2026,Loser,,SC99_CarouselV4 | SV33_CopyAds,$47.15,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$47.15,1.04%,0.83%,$97.62,483,5,4,,,
2/1/2026,Loser,,SC100_CarouselV5 | SV33_CopyAds,$83.77,1,$83.77,1,$83.77,1,$83.77,1,$83.77,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$83.77,0.87%,0.71%,$66.06,"1,268",11,9,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 5 - CIDP0DZOP2,$45.31,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$45.31,1.20%,1.12%,$33.94,"1,335",16,15,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 1 - CIDH5IAGGA,$56.66,2,$28.33,2,$28.33,1,$56.66,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$56.66,1.67%,1.40%,$37.90,"1,495",25,21,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 6 - CID2B8RQAA,$8.82,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$8.82,1.16%,1.16%,$25.64,344,4,4,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 2 - CIDGDBTOVQ,$76.89,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$76.89,1.51%,1.38%,$32.24,"2,385",36,33,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 7 - CIDEPCY5VJ,$13.83,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$13.83,2.24%,2.24%,$25.80,536,12,12,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 3 - CIDDE86ETR,$88.53,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$88.53,2.20%,2.20%,$30.88,"2,867",63,63,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 8 - CIDYDBYD65,$26.67,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$26.67,3.08%,3.43%,$22.85,"1,167",36,40,,,
2/10/2026,Testing,Active,Unknown Move Facts - Offer Lead 4 - CIDVO258YQ,$18.66,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$18.66,1.59%,1.11%,$29.71,628,10,7,,,
2/15/2026,Testing,Active,VAM Crew Members - Organic Looking 1 - CIDQG45LVZ,$409.97,3,$136.66,3,$136.66,3,$136.66,0,#DIV/0!,1,$409.97,1,$409.97,"$4,660.67","$4,660.67",11.37,"$4,250.70",3.19%,1.93%,$93.97,"4,363",139,84,,,
2/15/2026,Testing,Active,VAM Crew Members - Organic Looking 2 - CID3HKSZUJ,$438.15,4,$109.54,4,$109.54,3,$146.05,0,#DIV/0!,1,$438.15,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$438.15,1.19%,0.77%,$47.22,"9,279",110,71,,,
2/15/2026,On the fence,Active,VAM Crew Members - Organic Looking 3 - CIDTPC5EN4,"$1,071.58",25,$42.86,21,$51.03,33,$32.47,2,$535.79,4,$267.90,0,#DIV/0!,$0.00,#DIV/0!,0.00,"-$1,071.58",1.41%,0.96%,$42.96,"24,943",352,240,,,
2/15/2026,Testing,Active,VAM Crew Members - Organic Looking 4 - CIDCGZUZJE,$69.18,1,$69.18,1,$69.18,1,$69.18,1,$69.18,1,$69.18,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$69.18,3.25%,1.46%,$77.64,891,29,13,,,
2/15/2026,Testing,Active,VAM Crew Members - Organic Looking 5 - CID6PWEIHL,$8.06,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$8.06,1.50%,1.50%,$60.60,133,2,2,,,
,,,SC110_AlmostPaid+3B | SV9_GmailLight,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC110_AlmostPaid+3B | SV13_GmailDark,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC111_Moved+4BTXtoOR | SV9_GmailLight,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC111_Moved+4BTXtoOR | SV13_GmailDark,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC112_CrossCountryMove+3B | SV9_GmailLight,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC112_CrossCountryMove+3B | SV13_GmailDark,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC113_NewJobMoving+3B | SV9_GmailLight,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC113_NewJobMoving+3B | SV13_GmailDark,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,SC114_NYtoCA+4B | SV9_GmailLight,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
